,client_id,session_id,round_id,cardinality,seconds
50,48416f81-a0c2-4f6f-800c-db538050714f,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.06203007698059
51,47eaaf38-0726-401a-99d7-8ceacdce9b83,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.0482759475708
52,98ecbc9f-54df-4592-b80e-1e0d70d891f3,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.180924892425537
53,96e2db0f-b6c6-42ff-a3ba-cba270898257,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.195613861083984
54,d231e34e-fc63-4e86-a210-08d3eeb6f2d7,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.201335906982422
55,69260827-1927-4957-8218-beed8bdc93d3,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.210514068603516
56,e79bb4bd-b193-40cc-98c2-e9ce38669176,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.215128898620605
57,48b2ac09-06af-4962-9348-0e18902c7bcb,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.250198125839233
58,f6200365-90be-4364-8693-f1108912fc22,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.256409168243408
59,a638c42a-eb5d-43a7-9252-a6915d8f948e,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.238240003585815
60,a5d08ad4-837e-4015-b729-3fdba7c7f985,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.263232946395874
61,7fad5829-3093-4ff7-b09e-6ea1fc7bee99,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.260087966918945
62,35507ce7-acc1-4d86-9a58-d6c31d0c78b0,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.244931936264038
63,08f19ec3-58e0-4cac-8050-878a2d78b16e,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.263073921203613
64,3af005c4-6c44-4c5b-b382-93e511975f2a,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.266201972961426
65,9ae3a28e-c9cb-4cf1-bab0-0074cdb19533,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.25959300994873
66,5608a0b2-25c9-480b-a788-b238f3c6653a,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.326734066009521
67,707790ab-2e2c-4307-b730-1bedd433cd08,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.334511280059814
68,e5b11185-8cb3-4973-8c9d-66cb13152553,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.349064826965332
69,0fe525c8-8f66-471d-be05-8bb55f5cbf45,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.354538917541504
70,505c61a0-8a2c-4e4d-974d-c5d75619590e,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.376741886138916
71,ae1dd59c-76f4-4471-812a-7a32f05e8882,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.42800521850586
72,66140059-a0b0-4355-b0d0-facc7daa4504,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.512923002243042
73,9806ad67-30a1-48e5-8efc-6f502e54059b,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,10.988508939743042
74,2ac3d744-30c5-45f5-acfa-f387c8dc39a3,09c9f2c2-9a42-459c-abf7-a29891fa081a,2,,11.798407077789307
